"\"浙AZ2ZQG\"",2,19,1519635478450
"\"浙A14J75\"",2,1,1519641616450
"\"浙AHBERG\"",2,1,1519637841580
"\"浙AL1J82\"",2,17,1519644685450
"\"浙AEC3N3\"",2,7,1519635566920
"\"浙AJCX8B\"",2,11,1519641554950
"\"浙AFCEJZ\"",2,10,1519638379000
"\"浙AB1NKK\"",2,16,1519644593950
"\"浙AKXENG\"",2,8,1519637169640
"\"浙AR3MU6\"",2,4,1519647754450
"\"浙A41GTQ\"",2,12,1519640028160
"\"浙AJNPA7\"",2,9,1519647724240
"\"浙AR2NYX\"",2,5,1519638379240
"\"浙AHS32L\"",2,13,1519647693730
"\"浙AQNALN\"",2,15,1519640400130
"\"浙ARS95W\"",2,14,1519641614920
"\"浙A95Z9C\"",2,17,1519641585700
"\"浙AR2NYX\"",2,15,1519644638920
"\"浙AMYMAE\"",2,19,1519644639700
"\"浙AR3MU6\"",2,14,1519647662920
"\"浙AQAGXK\"",2,7,1519635785350
"\"浙A972PY\"",2,17,1519641923350
"\"浙A1RN1L\"",2,1,1519638117790
"\"浙ADRES6\"",2,20,1519644992350
"\"浙ANT99L\"",2,11,1519635687880
"\"浙A972PY\"",2,6,1519641858850
"\"浙ADRES6\"",2,2,1519636267090
"\"浙ARWWMW\"",2,16,1519644897850
"\"浙AR3MU6\"",2,8,1519640081950
"\"浙AHBERG\"",2,1,1519648061350
"\"浙AQN6U4\"",2,3,1519637986120
"\"浙AKXENG\"",2,18,1519648029640
"\"浙A7HLHA\"",2,6,1519638469960
"\"浙AZ2ZQG\"",2,12,1519647997630
"\"浙AMYMAE\"",2,16,1519640552080
"\"浙AJS1XQ\"",2,14,1519641917320
"\"浙ARE6BY\"",2,11,1519641891100
"\"浙ADHB6P\"",2,17,1519644941320
"\"浙AUPDKC\"",2,15,1519644945100
"\"浙AQHKWW\"",2,1,1519647965320
"\"浙AMYMAE\"",2,2,1519636092250
"\"浙ARE6BY\"",2,13,1519642230250
"\"浙AZ2ZQG\"",2,1,1519638301930
"\"浙AAS5RN\"",2,5,1519645299250
"\"浙ALQWWL\"",2,12,1519639590910
"\"浙ANA1WQ\"",2,15,1519642162750
"\"浙ALHDJD\"",2,14,1519638562240
"\"浙ARS95W\"",2,7,1519645201750
"\"浙A14J75\"",2,15,1519637320840
"\"浙A1XPHL\"",2,20,1519648368250
"\"浙A1RN1L\"",2,9,1519640879890
"\"浙A7HHP1\"",2,10,1519648335040
"\"浙AHS32L\"",2,1,1519639366870
"\"浙AHM5HW\"",2,20,1519648301530
"\"浙ABD1HH\"",2,16,1519640704030
"\"浙AJCX8B\"",2,19,1519642219720
"\"浙ADBHAT\"",2,5,1519642196500
"\"浙AL1J82\"",2,3,1519645243720
"\"浙AJ9H9Y\"",2,7,1519645250500
"\"浙AQN6U4\"",2,8,1519648267720
"\"浙ABD27Z\"",2,5,1519636368460
"\"浙AQAGXK\"",2,6,1519642537150
"\"浙AGQ97T\"",2,14,1519638578140
"\"浙AJNPA7\"",2,15,1519645606150
