"\"浙ARE6BY\"",2,1,1519635447760
"\"浙A4GNXM\"",2,14,1519641585760
"\"浙AJCX8B\"",2,19,1519637810890
"\"浙AGQ97T\"",2,19,1519644654760
"\"浙AQN6U4\"",2,13,1519639437460
"\"浙AR7NBP\"",2,4,1519641524560
"\"浙AG9X8D\"",2,8,1519636084750
"\"浙AQHKWW\"",2,19,1519644563560
"\"浙ASB5L6\"",2,16,1519637239570
"\"浙AR7NBP\"",2,3,1519647723760
"\"浙A1XPHL\"",2,16,1519637925640
"\"浙A3ZMU3\"",2,12,1519647693700
"\"浙ANT99L\"",2,17,1519640822200
"\"浙A6GAMY\"",2,20,1519647663340
"\"浙ANT99L\"",2,4,1519639498120
"\"浙A972PY\"",2,18,1519641584680
"\"浙AQ4EE5\"",2,7,1519641555160
"\"浙AUPDKC\"",2,5,1519644608680
"\"浙ADBHAT\"",2,6,1519644609160
"\"浙A95Z9C\"",2,4,1519647632680
"\"浙AR2NYX\"",2,1,1519635754660
"\"浙AJS1XQ\"",2,10,1519641892660
"\"浙A9NW3T\"",2,16,1519636057960
"\"浙AQHKWW\"",2,16,1519644961660
"\"浙A4GNXM\"",2,15,1519637371180
"\"浙A41GTQ\"",2,4,1519641828460
"\"浙AR2NYX\"",2,10,1519636236700
"\"浙AHM5HW\"",2,13,1519644867460
"\"浙AL1J82\"",2,20,1519637361130
"\"浙ATK426\"",2,14,1519648030660
"\"浙A972PY\"",2,6,1519638151270
"\"浙AR7NBP\"",2,15,1519647999100
"\"浙A4GNXM\"",2,5,1519640913820
"\"浙A3KBY9\"",2,12,1519647967240
"\"浙ASB5L6\"",2,5,1519639649320
"\"浙ARAFXB\"",2,20,1519641887080
"\"浙ANEHNH\"",2,20,1519641860560
"\"浙ALHDJD\"",2,11,1519644911080
"\"浙A1RN1L\"",2,14,1519644914560
"\"浙AD12UG\"",2,14,1519647935080
"\"浙AZ38G1\"",2,4,1519636061560
"\"浙AQHKWW\"",2,3,1519642199560
"\"浙AAS5RN\"",2,6,1519638271240
"\"浙ARWWMW\"",2,4,1519645268560
"\"浙AZ38G1\"",2,15,1519637493340
"\"浙A972PY\"",2,12,1519642132360
"\"浙AR3MU6\"",2,16,1519636595080
"\"浙ACJR6X\"",2,16,1519645171360
"\"浙A7HHP1\"",2,17,1519637482690
"\"浙ALL7JH\"",2,16,1519648337560
"\"浙A3NZXE\"",2,20,1519640180860
"\"浙AHS32L\"",2,7,1519648304500
"\"浙AJ9H9Y\"",2,10,1519641005440
"\"浙A41GTQ\"",2,3,1519648271140
"\"浙AR7NBP\"",2,15,1519639800520
"\"浙A1RN1L\"",2,16,1519642189480
"\"浙AP7RPP\"",2,18,1519642165960
"\"浙ANEHNH\"",2,6,1519645213480
"\"浙AJNPA7\"",2,6,1519645219960
"\"浙AP7RPP\"",2,20,1519648237480
"\"浙ALHDJD\"",2,8,1519636337770
"\"浙ANEHNH\"",2,2,1519642506460
"\"浙AZ38G1\"",2,1,1519636210660
"\"浙ARS95W\"",2,17,1519645575460
"\"浙A41GTQ\"",2,9,1519639682980
"\"浙AQNALN\"",2,6,1519642436260
"\"浙A55DCG\"",2,11,1519636685800
"\"浙AG9X8D\"",2,3,1519645475260
"\"浙A1XPHL\"",2,14,1519639478440
"\"浙ARWWMW\"",2,4,1519648644460
"\"浙AZ38G1\"",2,3,1519640272480
"\"浙A972PY\"",2,20,1519648609900
