"\"浙AGQ97T\"",2,20,1519635570520
"\"浙AQAGXK\"",2,15,1519641708520
"\"浙ALHDJD\"",2,10,1519637933650
"\"浙AD12UG\"",2,1,1519644777520
"\"浙AR3MU6\"",2,10,1519639468150
"\"浙AKXENG\"",2,3,1519641646120
"\"浙AKXENG\"",2,8,1519636145530
"\"浙A6GAMY\"",2,3,1519644685120
"\"浙ALHDJD\"",2,1,1519637199880
"\"浙APYELC\"",2,16,1519647846520
"\"浙APYELC\"",2,1,1519640058700
"\"浙AZ38G1\"",2,16,1519647815860
"\"浙AJ9H9Y\"",2,11,1519639154140
"\"浙A972PY\"",2,10,1519647784900
"\"浙AP7RPP\"",2,8,1519639558600
"\"浙AMYMAE\"",2,10,1519641705640
"\"浙ASB5L6\"",2,20,1519641677320
"\"浙A972PY\"",2,7,1519644729640
"\"浙ADRES6\"",2,5,1519644731320
"\"浙AFCEJZ\"",2,13,1519647753640
"\"浙A3ZMU3\"",2,3,1519635877420
"\"浙AB1NKK\"",2,5,1519642015420
"\"浙A4GNXM\"",2,2,1519636119040
"\"浙AEC3N3\"",2,15,1519645084420
"\"浙A3ZMU3\"",2,1,1519635718120
"\"浙ANEHNH\"",2,10,1519641950020
"\"浙ADRES6\"",2,4,1519636297480
"\"浙AB1NKK\"",2,1,1519644989020
"\"浙AL1J82\"",2,7,1519637391520
"\"浙AHTSRZ\"",2,19,1519648153420
"\"浙AR3MU6\"",2,12,1519640119780
"\"浙A95Z9C\"",2,12,1519648121260
"\"浙ACJR6X\"",2,9,1519638500200
"\"浙AL1J82\"",2,17,1519648088800
"\"浙ALQWWL\"",2,11,1519639709800
"\"浙AR2NYX\"",2,12,1519642008040
"\"浙ACJR6X\"",2,7,1519641982720
"\"浙AB1NKK\"",2,7,1519645032040
"\"浙AEC3N3\"",2,7,1519645036720
"\"浙ADBHAT\"",2,11,1519648056040
"\"浙AQNALN\"",2,2,1519636153630
"\"浙ADHB6P\"",2,9,1519642322320
"\"浙AJE9LK\"",2,2,1519638394000
"\"浙A7HLHA\"",2,17,1519645391320
"\"浙AR7NBP\"",2,4,1519639621600
"\"浙AHAU5Z\"",2,15,1519642253920
"\"浙ATG8P5\"",2,19,1519638592780
"\"浙A7HHP1\"",2,2,1519645292920
"\"浙APYELC\"",2,1,1519637351080
"\"浙ATG8P5\"",2,4,1519648460320
"\"浙ALL7JH\"",2,2,1519638303220
"\"浙AP7RPP\"",2,17,1519648426660
"\"浙AR2NYX\"",2,8,1519639397260
"\"浙ALL7JH\"",2,3,1519648392700
"\"浙AR3MU6\"",2,16,1519640764810
"\"浙ARE6BY\"",2,4,1519642310440
"\"浙AG9X8D\"",2,18,1519642288120
"\"浙A7HHP1\"",2,5,1519645334440
"\"浙ABD27Z\"",2,12,1519645342120
"\"浙AHS32L\"",2,17,1519648358440
"\"浙AJCX8B\"",2,19,1519636460530
"\"浙A7HLHA\"",2,5,1519642629220
"\"浙A9NW3T\"",2,5,1519638639520
"\"浙AR7NBP\"",2,5,1519645698220
"\"浙A1XPHL\"",2,13,1519635929800
"\"浙AAS5RN\"",2,8,1519642557820
"\"浙AHBERG\"",2,15,1519638684400
"\"浙AQAGXK\"",2,4,1519645596820
"\"浙ANEHNH\"",2,12,1519637411560
"\"浙AZ38G1\"",2,4,1519648767220
"\"浙A6GAMY\"",2,6,1519638424780
"\"浙ARE6BY\"",2,19,1519648732060
"\"浙ANT99L\"",2,9,1519638711880
"\"浙AJNPA7\"",2,4,1519648696600
"\"浙ANT99L\"",2,3,1519639981960
"\"浙A9NW3T\"",2,18,1519642612840
"\"浙ARWWMW\"",2,2,1519642593520
"\"浙A4GNXM\"",2,16,1519645636840
"\"浙ABD27Z\"",2,7,1519645647520
"\"浙A6GAMY\"",2,13,1519648660840
"\"浙A55DCG\"",2,20,1519636675360
"\"浙AFCEJZ\"",2,12,1519642936120
"\"浙AEC3N3\"",2,5,1519638823660
"\"浙A95Z9C\"",2,20,1519646005120
"\"浙AHM5HW\"",2,5,1519635355390
"\"浙AP7RPP\"",2,10,1519642861720
"\"浙A55DCG\"",2,13,1519638776020
"\"浙AJCX8B\"",2,4,1519645900720
"\"浙A7HHP1\"",2,20,1519637472040
"\"浙ADBHAT\"",2,6,1519649074120
"\"浙ATG8P5\"",2,7,1519638546340
"\"浙ACJR6X\"",2,7,1519649037460
"\"浙AZ38G1\"",2,1,1519638802600
"\"浙AJ9H9Y\"",2,14,1519649000500
"\"浙ARS95W\"",2,14,1519640133160
"\"浙A3KBY9\"",2,19,1519642915240
"\"浙AZ38G1\"",2,8,1519642898920
"\"浙ADRES6\"",2,13,1519645939240
"\"浙ABD1HH\"",2,2,1519645952920
"\"浙AL6FXX\"",2,1,1519648963240
"\"浙ARAFXB\"",2,7,1519636859500
"\"浙A1XPHL\"",2,13,1519643243020
"\"浙ATG8P5\"",2,15,1519636516060
"\"浙AJNPA7\"",2,12,1519646312020
"\"浙AQHKWW\"",2,4,1519637890360
"\"浙AP7RPP\"",2,8,1519643165620
"\"浙A3ZMU3\"",2,17,1519636753330
"\"浙AJNPA7\"",2,6,1519646204620
"\"浙ANEHNH\"",2,10,1519640327470
"\"浙AR2NYX\"",2,15,1519649381020
"\"浙AR2NYX\"",2,18,1519638667900
"\"浙AJS1XQ\"",2,16,1519649342860
"\"浙AHAU5Z\"",2,4,1519639731550
"\"浙AL6FXX\"",2,1,1519649304400
"\"浙ARAFXB\"",2,10,1519640284360
"\"浙A6GAMY\"",2,8,1519643217640
"\"浙AHS32L\"",2,7,1519643204320
"\"浙ADRES6\"",2,2,1519646241640
"\"浙AAS5RN\"",2,11,1519646258320
"\"浙AR3MU6\"",2,19,1519649265640
"\"浙AZ38G1\"",2,10,1519637043640
